Facultad,Carrera,ID_Estudiante,Brigada,Semestre,Respeto a los horarios,Disponibilidad de aulas,Facilidad para el E.I.,Bibliografía/Internet,Carga de trabajo,Ocio
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0034,IF6,2025-2,8,6,6,7,6,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0035,IF8,2025-2,6,6,7,6,7,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0036,IF9,2025-2,5,8,6,6,5,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0037,IF8,2025-2,7,6,5,6,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0038,IF6,2025-2,4,8,8,5,4,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0039,IF8,2025-2,5,8,7,5,6,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0040,IF1,2025-2,4,7,8,9,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0041,IF8,2025-2,8,8,8,9,4,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0042,IF2,2025-2,4,6,7,4,6,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0043,IF3,2025-2,4,5,6,4,8,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0044,IF1,2025-2,5,5,7,6,7,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0045,IF6,2025-2,4,5,9,6,9,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0046,IF2,2025-2,5,7,7,9,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0047,IF9,2025-2,5,7,8,5,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0048,IF9,2025-2,8,7,4,5,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0049,IF3,2025-2,6,4,8,8,7,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0050,IF7,2025-2,8,4,5,7,5,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0051,IF5,2025-2,7,6,9,8,5,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0052,IF8,2025-2,5,6,8,9,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0053,IF4,2025-2,5,6,8,4,7,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0054,IF8,2025-2,4,8,6,5,5,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0055,IF6,2025-2,8,7,7,8,7,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0056,IF5,2025-2,4,5,7,5,7,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0057,IF8,2025-2,8,7,4,8,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0058,IF5,2025-2,7,6,6,5,8,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0059,IF7,2025-2,5,4,8,4,4,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0060,IF1,2025-2,5,5,8,8,9,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0061,IF9,2025-2,7,8,7,8,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0062,IF9,2025-2,6,6,8,4,9,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0063,IF7,2025-2,8,5,5,5,9,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0064,IF7,2025-2,8,8,9,5,8,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0065,IF4,2025-2,5,7,7,4,6,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0066,IF7,2025-2,4,6,8,6,6,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0067,IF5,2025-2,6,9,6,8,4,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0068,IF6,2025-2,9,7,8,5,7,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0069,IF2,2025-2,6,5,6,9,7,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0070,IF5,2025-2,8,6,7,6,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0071,IF1,2025-2,7,6,6,6,5,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0072,IF2,2025-2,5,6,5,6,8,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0073,IF2,2025-2,4,6,4,5,5,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0074,IF9,2025-2,5,9,6,7,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0075,IF8,2025-2,8,5,5,5,5,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0076,IF1,2025-2,7,6,6,4,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0077,IF1,2025-2,4,8,6,7,5,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0078,IF6,2025-2,6,6,8,6,6,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0079,IF9,2025-2,8,7,6,7,9,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0080,IF9,2025-2,5,6,9,6,9,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0081,IF7,2025-2,7,7,5,8,9,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0082,IF4,2025-2,5,6,5,6,6,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0083,IF3,2025-2,5,5,7,8,7,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0084,IF6,2025-2,8,5,4,5,8,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0085,IF7,2025-2,5,7,9,9,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0086,IF3,2025-2,5,6,9,6,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0087,IF1,2025-2,4,4,8,7,7,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0088,IF8,2025-2,5,4,5,6,9,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0089,IF2,2025-2,8,8,8,7,6,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0090,IF6,2025-2,4,5,5,9,7,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0091,IF2,2025-2,4,8,6,7,5,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0092,IF4,2025-2,5,8,7,7,6,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0093,IF2,2025-2,5,4,8,8,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0094,IF6,2025-2,6,7,6,7,8,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0095,IF7,2025-2,5,6,4,6,9,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0096,IF2,2025-2,5,4,5,6,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0097,IF1,2025-2,9,8,4,5,9,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0098,IF7,2025-2,5,5,6,6,4,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0099,IF7,2025-2,5,8,5,7,4,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0100,IF3,2025-2,4,8,7,9,9,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0101,IF1,2025-2,9,8,6,9,9,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0102,IF2,2025-2,8,5,6,6,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0103,IF2,2025-2,5,6,6,8,4,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0104,IF3,2025-2,8,6,7,5,6,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0105,IF2,2025-2,8,6,8,7,9,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0106,IF1,2025-2,4,6,5,8,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0107,IF5,2025-2,8,8,7,9,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0108,IF8,2025-2,6,4,7,9,8,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0109,IF8,2025-2,6,5,8,8,7,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0110,IF5,2025-2,4,9,4,9,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0111,IF8,2025-2,6,7,5,7,9,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0112,IF8,2025-2,7,4,4,8,6,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0113,IF4,2025-2,7,6,8,6,4,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0114,IF6,2025-2,8,6,8,9,8,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0115,IF3,2025-2,9,5,8,8,6,4
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0116,IF1,2025-2,6,9,5,8,7,8
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0117,IF9,2025-2,8,9,8,8,4,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0118,IF5,2025-2,8,6,4,8,8,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0119,IF8,2025-2,5,7,7,5,7,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0120,IF3,2025-2,7,7,7,7,7,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0121,IF4,2025-2,9,8,9,8,5,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0122,IF9,2025-2,6,7,7,7,8,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0123,IF8,2025-2,6,9,6,7,6,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0124,IF2,2025-2,9,6,8,6,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0125,IF3,2025-2,8,5,5,5,5,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0126,IF4,2025-2,8,6,9,6,7,9
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0127,IF7,2025-2,6,6,7,9,5,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0128,IF3,2025-2,9,9,5,6,7,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0129,IF6,2025-2,8,9,4,6,5,7
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0130,IF6,2025-2,9,8,6,7,7,6
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0131,IF6,2025-2,5,8,7,5,6,5
IFAL,Licenciatura en Ciencia de los Alimentos,IFAL-LIC-0132,IF4,2025-2,7,5,5,8,5,6
ISDI,Diseño Industrial,ISDI-DIS-0001,IS5,2025-2,7,8,6,4,7,7
ISDI,Diseño Industrial,ISDI-DIS-0002,IS7,2025-2,8,6,5,5,8,5
ISDI,Diseño Industrial,ISDI-DIS-0003,IS6,2025-2,6,4,6,7,8,9
ISDI,Diseño Industrial,ISDI-DIS-0004,IS5,2025-2,6,4,7,9,9,7
ISDI,Diseño Industrial,ISDI-DIS-0005,IS6,2025-2,6,9,7,5,5,5
ISDI,Diseño Industrial,ISDI-DIS-0006,IS5,2025-2,4,6,9,7,8,5
ISDI,Diseño Industrial,ISDI-DIS-0007,IS2,2025-2,8,6,8,7,9,8
ISDI,Diseño Industrial,ISDI-DIS-0008,IS1,2025-2,8,5,6,8,7,6
ISDI,Diseño Industrial,ISDI-DIS-0009,IS9,2025-2,9,7,8,7,5,4
ISDI,Diseño Industrial,ISDI-DIS-0010,IS5,2025-2,5,6,8,5,7,8
ISDI,Diseño Industrial,ISDI-DIS-0011,IS4,2025-2,8,4,9,9,7,6
ISDI,Diseño Industrial,ISDI-DIS-0012,IS5,2025-2,8,8,7,6,6,8
ISDI,Diseño Industrial,ISDI-DIS-0013,IS4,2025-2,5,7,9,7,6,8
ISDI,Diseño Industrial,ISDI-DIS-0014,IS6,2025-2,7,7,5,9,6,5
ISDI,Diseño Industrial,ISDI-DIS-0015,IS2,2025-2,9,9,5,9,4,5
ISDI,Diseño Industrial,ISDI-DIS-0016,IS1,2025-2,9,6,7,7,9,8
ISDI,Diseño Industrial,ISDI-DIS-0017,IS6,2025-2,4,7,5,5,8,6
ISDI,Diseño Industrial,ISDI-DIS-0018,IS4,2025-2,5,6,5,8,4,8
ISDI,Diseño Industrial,ISDI-DIS-0019,IS4,2025-2,6,8,8,8,9,8
ISDI,Diseño Industrial,ISDI-DIS-0020,IS4,2025-2,9,7,6,6,7,8
ISDI,Diseño Industrial,ISDI-DIS-0021,IS3,2025-2,9,6,7,9,9,7
ISDI,Diseño Industrial,ISDI-DIS-0022,IS7,2025-2,5,4,8,7,7,6
ISDI,Diseño Industrial,ISDI-DIS-0023,IS3,2025-2,4,5,5,9,5,5
ISDI,Diseño Industrial,ISDI-DIS-0024,IS7,2025-2,9,6,4,5,5,8
ISDI,Diseño Industrial,ISDI-DIS-0025,IS8,2025-2,6,7,5,8,6,6
ISDI,Diseño Industrial,ISDI-DIS-0026,IS5,2025-2,5,8,8,5,9,7
ISDI,Diseño Industrial,ISDI-DIS-0027,IS6,2025-2,6,5,6,5,6,6
ISDI,Diseño Industrial,ISDI-DIS-0028,IS4,2025-2,6,6,8,7,6,6
ISDI,Diseño Industrial,ISDI-DIS-0029,IS4,2025-2,6,7,5,8,5,6
ISDI,Diseño Industrial,ISDI-DIS-0030,IS6,2025-2,6,7,7,8,5,9
ISDI,Diseño Industrial,ISDI-DIS-0031,IS7,2025-2,6,7,8,6,8,8
ISDI,Diseño Industrial,ISDI-DIS-0032,IS5,2025-2,8,7,7,7,5,6
ISDI,Diseño Industrial,ISDI-DIS-0033,IS6,2025-2,7,6,7,8,6,9
ISDI,Diseño Industrial,ISDI-DIS-0034,IS3,2025-2,8,6,5,6,8,8
ISDI,Diseño Industrial,ISDI-DIS-0035,IS7,2025-2,5,4,6,5,5,7
ISDI,Diseño Industrial,ISDI-DIS-0036,IS7,2025-2,5,5,4,8,7,5
ISDI,Diseño Industrial,ISDI-DIS-0037,IS2,2025-2,8,4,7,8,6,6
ISDI,Diseño Industrial,ISDI-DIS-0038,IS8,2025-2,8,8,6,8,7,6
ISDI,Diseño Industrial,ISDI-DIS-0039,IS7,2025-2,7,7,7,7,6,8
ISDI,Diseño Industrial,ISDI-DIS-0040,IS5,2025-2,6,5,7,6,8,6
ISDI,Diseño Industrial,ISDI-DIS-0041,IS3,2025-2,5,9,9,5,8,8
ISDI,Diseño Industrial,ISDI-DIS-0042,IS6,2025-2,9,7,9,5,4,6
ISDI,Diseño Industrial,ISDI-DIS-0043,IS3,2025-2,4,8,5,4,7,5
ISDI,Diseño Industrial,ISDI-DIS-0044,IS8,2025-2,5,5,7,7,5,8
ISDI,Diseño Industrial,ISDI-DIS-0045,IS6,2025-2,4,6,8,7,6,5
ISDI,Diseño Industrial,ISDI-DIS-0046,IS1,2025-2,4,8,4,5,4,8
ISDI,Diseño Industrial,ISDI-DIS-0047,IS7,2025-2,7,8,6,5,6,4
ISDI,Diseño Industrial,ISDI-DIS-0048,IS1,2025-2,4,8,8,7,7,6
ISDI,Diseño Industrial,ISDI-DIS-0049,IS7,2025-2,7,9,8,8,6,6
ISDI,Diseño Industrial,ISDI-DIS-0050,IS1,2025-2,6,6,7,8,8,7
ISDI,Diseño Industrial,ISDI-DIS-0051,IS9,2025-2,5,6,5,8,6,5
ISDI,Diseño Industrial,ISDI-DIS-0052,IS4,2025-2,7,5,9,7,5,7
ISDI,Diseño Industrial,ISDI-DIS-0053,IS9,2025-2,8,6,9,7,8,4
ISDI,Diseño Industrial,ISDI-DIS-0054,IS8,2025-2,8,7,5,6,5,7
ISDI,Diseño Industrial,ISDI-DIS-0055,IS6,2025-2,8,5,6,8,6,4
ISDI,Diseño Industrial,ISDI-DIS-0056,IS5,2025-2,9,6,6,5,7,7
ISDI,Diseño Industrial,ISDI-DIS-0057,IS2,2025-2,9,7,9,8,6,7
ISDI,Diseño Industrial,ISDI-DIS-0058,IS1,2025-2,8,7,8,4,7,6
ISDI,Diseño Industrial,ISDI-DIS-0059,IS4,2025-2,5,8,5,5,6,6
ISDI,Diseño Industrial,ISDI-DIS-0060,IS2,2025-2,8,7,6,6,5,7
ISDI,Diseño Industrial,ISDI-DIS-0061,IS9,2025-2,5,5,6,8,4,5
ISDI,Diseño Industrial,ISDI-DIS-0062,IS9,2025-2,4,6,9,6,6,9
ISDI,Diseño Industrial,ISDI-DIS-0063,IS3,2025-2,5,4,7,7,9,8
ISDI,Diseño Industrial,ISDI-DIS-0064,IS6,2025-2,6,7,4,5,9,7
ISDI,Diseño Industrial,ISDI-DIS-0065,IS1,2025-2,6,5,8,4,7,8
ISDI,Diseño Industrial,ISDI-DIS-0066,IS7,2025-2,4,8,5,6,9,7
ISDI,Diseño Industrial,ISDI-DIS-0067,IS4,2025-2,8,7,7,9,4,5
ISDI,Diseño Industrial,ISDI-DIS-0068,IS6,2025-2,4,7,9,8,7,8
ISDI,Diseño Industrial,ISDI-DIS-0069,IS8,2025-2,5,8,6,8,5,6
ISDI,Diseño Industrial,ISDI-DIS-0070,IS4,2025-2,7,5,6,9,7,7
ISDI,Diseño Industrial,ISDI-DIS-0071,IS9,2025-2,5,7,7,4,7,6
ISDI,Diseño Industrial,ISDI-DIS-0072,IS6,2025-2,7,5,5,6,5,8
ISDI,Diseño Industrial,ISDI-DIS-0073,IS7,2025-2,6,9,5,5,5,7
ISDI,Diseño Industrial,ISDI-DIS-0074,IS3,2025-2,8,5,4,8,7,7
ISDI,Diseño Industrial,ISDI-DIS-0075,IS8,2025-2,7,6,4,7,9,6
ISDI,Diseño Industrial,ISDI-DIS-0076,IS6,2025-2,7,4,6,5,4,9
ISDI,Diseño Industrial,ISDI-DIS-0077,IS2,2025-2,8,7,7,9,6,5
ISDI,Diseño Industrial,ISDI-DIS-0078,IS5,2025-2,8,4,5,5,7,5
ISDI,Diseño Industrial,ISDI-DIS-0079,IS6,2025-2,8,5,5,5,6,8
ISDI,Diseño Industrial,ISDI-DIS-0080,IS1,2025-2,6,9,9,8,4,7
ISDI,Diseño Industrial,ISDI-DIS-0081,IS8,2025-2,8,8,9,7,7,7
ISDI,Diseño Industrial,ISDI-DIS-0082,IS9,2025-2,8,9,5,5,4,6
ISDI,Diseño Industrial,ISDI-DIS-0083,IS7,2025-2,7,6,7,6,4,6
ISDI,Diseño Industrial,ISDI-DIS-0084,IS9,2025-2,8,9,4,8,8,5
ISDI,Diseño Industrial,ISDI-DIS-0085,IS8,2025-2,8,8,6,5,7,8
ISDI,Diseño Industrial,ISDI-DIS-0086,IS8,2025-2,8,5,9,8,6,7
ISDI,Diseño Industrial,ISDI-DIS-0087,IS6,2025-2,7,4,7,7,8,8
ISDI,Diseño Industrial,ISDI-DIS-0088,IS9,2025-2,6,4,9,6,5,7
ISDI,Diseño Industrial,ISDI-DIS-0089,IS3,2025-2,6,6,8,7,8,6
ISDI,Diseño Industrial,ISDI-DIS-0090,IS4,2025-2,4,5,6,5,5,6
ISDI,Diseño Industrial,ISDI-DIS-0091,IS5,2025-2,5,5,9,4,7,7
ISDI,Diseño Industrial,ISDI-DIS-0092,IS3,2025-2,5,9,6,5,6,6
ISDI,Diseño Industrial,ISDI-DIS-0093,IS1,2025-2,8,7,9,6,9,8
ISDI,Diseño Industrial,ISDI-DIS-0094,IS5,2025-2,7,8,7,6,4,9
ISDI,Diseño Industrial,ISDI-DIS-0095,IS1,2025-2,6,4,8,8,7,6
ISDI,Diseño Industrial,ISDI-DIS-0096,IS2,2025-2,6,4,5,9,7,8
ISDI,Diseño Industrial,ISDI-DIS-0097,IS3,2025-2,8,7,4,8,5,6
ISDI,Diseño Industrial,ISDI-DIS-0098,IS9,2025-2,4,4,8,6,6,7
ISDI,Diseño Industrial,ISDI-DIS-0099,IS2,2025-2,7,7,6,8,7,6
ISDI,Diseño Industrial,ISDI-DIS-0100,IS5,2025-2,6,4,7,5,5,9
ISDI,Diseño Industrial,ISDI-DIS-0101,IS2,2025-2,4,7,8,6,7,6
ISDI,Diseño Industrial,ISDI-DIS-0102,IS8,2025-2,6,6,7,5,4,7
ISDI,Diseño Industrial,ISDI-DIS-0103,IS2,2025-2,6,5,6,8,8,8
ISDI,Diseño Industrial,ISDI-DIS-0104,IS7,2025-2,7,5,6,5,8,7
ISDI,Diseño Industrial,ISDI-DIS-0105,IS6,2025-2,9,4,9,4,8,4
ISDI,Diseño Industrial,ISDI-DIS-0106,IS5,2025-2,5,8,6,7,6,9
ISDI,Diseño Industrial,ISDI-DIS-0107,IS5,2025-2,7,6,9,8,6,5
ISDI,Diseño Industrial,ISDI-DIS-0108,IS8,2025-2,5,7,8,8,8,6
ISDI,Diseño Industrial,ISDI-DIS-0109,IS7,2025-2,8,8,5,7,4,4
ISDI,Diseño Industrial,ISDI-DIS-0110,IS6,2025-2,4,7,8,6,4,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0001,IS5,2025-2,8,7,5,4,7,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0002,IS9,2025-2,8,6,5,4,6,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0003,IS1,2025-2,6,4,8,8,7,4
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0004,IS3,2025-2,4,5,6,5,9,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0005,IS8,2025-2,8,8,9,9,9,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0006,IS9,2025-2,9,7,8,5,8,4
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0007,IS2,2025-2,7,7,9,5,9,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0008,IS4,2025-2,6,8,5,6,5,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0009,IS1,2025-2,5,7,6,5,7,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0010,IS2,2025-2,7,9,5,8,5,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0011,IS8,2025-2,5,5,5,8,6,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0012,IS6,2025-2,4,6,8,8,6,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0013,IS1,2025-2,4,7,6,4,7,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0014,IS7,2025-2,6,7,6,8,7,4
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0015,IS5,2025-2,7,6,8,8,5,9
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0016,IS6,2025-2,8,8,7,6,9,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0017,IS3,2025-2,9,9,4,8,7,7
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0018,IS6,2025-2,7,4,4,5,5,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0019,IS1,2025-2,8,6,4,7,6,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0020,IS7,2025-2,8,9,5,4,8,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0021,IS3,2025-2,7,6,5,6,5,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0022,IS2,2025-2,8,5,7,4,7,9
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0023,IS2,2025-2,5,8,7,5,7,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0024,IS6,2025-2,6,7,4,5,6,7
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0025,IS3,2025-2,5,6,8,7,8,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0026,IS2,2025-2,7,9,9,6,7,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0027,IS2,2025-2,7,5,6,4,5,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0028,IS6,2025-2,6,7,8,6,8,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0029,IS8,2025-2,6,9,9,5,4,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0030,IS8,2025-2,7,8,7,8,7,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0031,IS5,2025-2,4,7,4,6,8,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0032,IS7,2025-2,7,9,8,4,8,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0033,IS8,2025-2,6,6,8,8,7,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0034,IS5,2025-2,4,5,6,6,6,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0035,IS2,2025-2,5,6,5,5,6,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0036,IS2,2025-2,5,4,6,6,4,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0037,IS9,2025-2,9,6,8,7,8,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0038,IS6,2025-2,8,6,5,6,4,4
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0039,IS1,2025-2,5,6,8,8,4,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0040,IS2,2025-2,9,6,8,8,5,9
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0041,IS8,2025-2,5,5,5,7,7,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0042,IS9,2025-2,5,8,7,7,7,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0043,IS6,2025-2,6,6,7,7,6,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0044,IS8,2025-2,9,5,5,8,8,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0045,IS9,2025-2,8,8,6,9,8,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0046,IS6,2025-2,9,8,6,7,7,7
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0047,IS1,2025-2,7,5,5,7,5,7
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0048,IS9,2025-2,8,6,9,6,9,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0049,IS8,2025-2,7,6,8,8,7,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0050,IS7,2025-2,7,7,5,5,9,8
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0051,IS8,2025-2,8,7,4,6,5,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0052,IS3,2025-2,7,6,7,8,5,6
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0053,IS7,2025-2,7,4,6,5,8,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0054,IS6,2025-2,7,6,5,7,5,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0055,IS7,2025-2,8,7,7,4,8,7
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0056,IS7,2025-2,8,6,8,9,4,5
ISDI,Diseño de Comunicación Visual,ISDI-DIS-0057,IS3,2025-2,8,5,6,7,7,8
